age,gender,family_income,internet_access,study_hours_per_day,attendance_rate,assignment_delay_days,travel_time_minutes,scholarship,stress_index,cgpa,parental_education,dropout
22.6,Male,83581.0,No,2.57,79.7,2,56.3,No,6.8,1.14,Bachelor,0
22.3,Female,,Yes,,84.4,0,28.7,No,,2.32,PhD,0
21.0,Female,,No,,72.6,4,5.8,Yes,,1.46,Bachelor,0
21.3,Male,27021.0,Yes,6.35,92.2,0,19.7,No,5.3,3.93,Bachelor,0
23.8,Female,25000.0,Yes,3.21,84.1,0,33.5,No,5.9,2.44,High School,0
19.7,Female,48083.0,Yes,5.37,90.5,4,20.0,No,4.6,3.09,High School,0
22.2,Male,82936.0,Yes,4.49,77.4,2,25.8,No,7.3,3.39,Master,0
20.6,Male,47341.0,No,2.89,72.2,7,26.5,Yes,4.6,1.32,Master,1
20.5,Male,25000.0,Yes,4.76,74.4,2,36.7,No,6.8,1.0,High School,0
23.4,Female,,Yes,,87.6,1,18.6,No,,4.0,High School,0
22.8,Male,32428.0,Yes,5.2,78.5,0,23.0,Yes,8.6,0.0,High School,1
22.8,Female,50207.0,Yes,2.99,69.0,2,46.9,No,1.7,3.17,Bachelor,0
23.9,Male,25000.0,Yes,3.89,83.4,2,24.2,No,3.6,2.05,High School,0
21.0,Female,25000.0,Yes,5.05,79.4,4,38.7,Yes,9.6,1.84,Bachelor,0
22.5,Male,161652.0,No,1.62,79.6,4,30.2,No,5.7,0.12,High School,1
20.3,Female,56794.0,Yes,2.5,68.3,2,29.7,No,4.3,2.09,High School,0
21.7,Female,59283.0,Yes,4.05,69.9,2,38.9,No,3.2,1.57,,0
20.7,Male,25000.0,Yes,4.23,77.6,0,7.7,No,4.7,2.53,Bachelor,0
21.2,Male,25000.0,Yes,3.88,74.6,2,35.3,Yes,6.0,2.7,PhD,0
22.3,Male,,Yes,,62.400000000000006,1,36.6,Yes,,3.61,Bachelor,0
19.2,Female,25000.0,Yes,3.87,88.7,1,40.2,No,6.1,3.42,Bachelor,0
25.6,Female,77671.0,Yes,5.33,73.5,2,25.5,No,2.3,1.92,Master,0
18.8,Male,69299.0,Yes,4.42,74.8,1,30.0,Yes,5.8,2.67,High School,0
18.3,Male,25000.0,Yes,2.55,77.8,2,5.0,No,6.1,3.95,Bachelor,0
23.5,Male,86712.0,Yes,4.21,74.3,3,22.0,No,6.1,2.59,,0
22.7,Female,29657.0,Yes,3.9,80.3,2,32.1,Yes,5.6,2.1,Bachelor,0
22.4,Female,140594.0,Yes,3.13,90.2,3,47.6,No,3.3,2.17,Bachelor,0
22.4,Female,32429.0,Yes,2.03,79.7,4,52.1,Yes,3.8,1.4,High School,0
21.0,Male,42012.0,Yes,2.47,84.1,1,25.9,No,7.7,2.89,High School,0
19.0,Male,68868.0,No,2.9,63.4,5,40.5,Yes,4.1,2.17,Bachelor,1
21.2,Female,63996.0,Yes,5.38,82.7,4,28.2,No,4.2,4.0,Bachelor,0
19.5,Male,,Yes,,93.8,2,10.6,No,,1.31,Bachelor,1
23.1,Female,27318.0,Yes,5.59,82.8,4,37.3,No,3.3,2.36,Bachelor,0
20.7,Male,40477.0,Yes,2.67,83.0,2,52.0,No,6.6,1.75,Master,0
19.2,Male,25000.0,Yes,3.08,84.3,2,25.4,Yes,3.2,3.07,Bachelor,0
20.3,Female,32574.0,Yes,3.27,94.5,3,19.1,No,7.5,0.37,Bachelor,1
21.9,Female,25000.0,Yes,3.62,92.8,1,30.8,No,3.1,3.54,Bachelor,0
19.8,Female,25000.0,Yes,4.31,73.8,1,28.5,No,5.0,2.3,Master,0
19.2,Male,30646.0,Yes,4.81,91.6,2,61.3,No,6.1,3.49,Bachelor,0
21.5,Male,63409.0,Yes,5.63,93.0,2,42.1,Yes,6.9,1.89,High School,1
21.5,Female,51817.0,Yes,1.14,68.3,3,31.6,Yes,5.1,2.37,Bachelor,0
19.9,Female,28307.0,Yes,6.63,82.2,2,5.0,No,4.2,3.81,Bachelor,0
20.0,Female,84812.0,No,2.62,86.2,3,28.3,Yes,8.1,0.35,High School,0
21.5,Male,25000.0,Yes,4.13,59.6,0,52.2,No,5.8,2.02,Master,1
17.8,Female,,Yes,,76.6,2,31.0,No,,2.19,Bachelor,0
17.9,Female,25000.0,Yes,4.83,76.3,0,39.9,No,2.2,3.27,Bachelor,0
19.4,Female,25000.0,Yes,5.46,76.8,2,34.7,Yes,5.8,3.11,Bachelor,0
20.5,Female,48532.0,Yes,5.32,90.4,0,24.2,No,5.5,3.09,High School,0
21.7,Male,25000.0,Yes,4.54,81.5,2,50.3,Yes,3.1,3.18,High School,0
24.2,Female,39206.0,Yes,4.98,85.4,0,32.3,No,4.1,3.6,Bachelor,0
22.9,Female,79839.0,Yes,2.39,82.7,2,21.5,Yes,5.7,3.08,Bachelor,0
20.6,Female,25000.0,Yes,3.08,100.0,3,30.3,No,6.3,3.06,Bachelor,0
21.0,Female,39620.0,Yes,2.73,90.0,0,47.1,No,3.7,2.4,Bachelor,1
18.8,Female,41084.0,Yes,0.92,81.9,3,12.2,No,3.7,1.07,,1
21.0,Female,25000.0,Yes,2.78,79.9,1,33.2,Yes,5.7,3.32,High School,0
20.4,Male,67005.0,Yes,2.65,76.4,2,30.9,Yes,4.0,3.31,High School,0
21.7,Male,25019.0,Yes,2.79,74.2,3,11.5,Yes,5.1,2.24,Bachelor,0
19.2,Male,25000.0,Yes,4.87,72.4,1,39.2,No,8.7,0.92,High School,1
22.1,Male,,No,,89.9,2,33.1,Yes,,0.95,,0
24.4,Male,40687.0,Yes,5.1,74.8,2,40.5,Yes,7.3,1.54,Bachelor,1
20.8,Male,51801.0,No,1.96,87.1,1,43.7,Yes,3.3,2.32,High School,0
21.9,Male,67033.0,Yes,3.15,78.0,1,29.3,No,4.1,0.0,High School,1
22.5,Male,25000.0,Yes,3.49,76.0,1,23.3,No,4.1,3.19,Bachelor,0
20.1,Male,62937.0,Yes,5.54,79.4,0,12.9,No,3.5,3.82,Bachelor,0
21.5,Male,25000.0,Yes,4.08,96.3,3,22.3,No,2.3,3.96,,0
21.0,Female,,Yes,,100.0,1,30.1,Yes,,3.07,High School,0
21.2,Female,25256.0,Yes,2.57,79.1,0,18.4,No,6.2,1.6,Bachelor,1
19.3,Male,25000.0,Yes,5.11,78.3,4,37.0,No,3.8,3.54,Master,0
21.1,Female,48693.0,Yes,3.92,89.6,2,19.2,No,4.2,2.67,High School,0
22.1,Female,34903.0,Yes,1.72,83.2,0,8.8,No,5.6,1.69,High School,1
24.2,Male,25000.0,Yes,4.91,76.8,0,23.1,No,5.5,1.15,Master,0
23.1,Female,44565.0,Yes,4.38,85.9,2,32.2,No,7.4,2.43,Bachelor,0
25.7,Female,25207.0,Yes,3.55,88.1,0,14.9,No,7.5,1.52,Bachelor,0
19.3,Female,25000.0,Yes,3.55,80.1,3,19.3,No,4.3,3.89,Bachelor,0
22.9,Male,30614.0,Yes,2.61,80.3,0,22.4,No,5.4,0.45,High School,1
21.4,Female,39265.0,No,5.51,95.7,0,24.0,Yes,3.7,2.04,High School,0
25.8,Male,37568.0,Yes,4.95,75.4,2,33.6,No,8.2,1.22,Bachelor,0
19.2,Female,25000.0,No,2.62,77.7,4,37.7,No,6.0,1.77,Bachelor,1
19.2,Female,49428.0,Yes,4.07,78.3,3,24.3,Yes,7.3,3.85,High School,0
19.7,Female,26019.0,No,3.08,95.6,2,17.5,No,4.8,3.44,High School,0
17.0,Female,25000.0,Yes,2.34,66.2,1,31.6,No,7.3,1.33,High School,0
19.8,Male,25000.0,No,6.02,88.6,0,36.2,Yes,6.8,2.52,High School,1
19.3,Female,53632.0,Yes,3.54,81.8,2,49.4,Yes,7.8,0.41,Bachelor,0
21.3,Female,29954.0,Yes,2.91,96.5,1,43.8,No,3.1,2.75,Master,1
21.8,Male,33743.0,Yes,2.45,84.8,2,14.9,Yes,5.6,2.79,Master,0
25.1,Female,55686.0,Yes,3.69,64.8,1,28.3,Yes,7.5,1.08,Master,1
23.1,Male,,Yes,,94.9,1,35.5,No,,2.11,Bachelor,0
19.7,Male,25000.0,Yes,3.8,80.1,2,19.8,No,6.4,0.83,Bachelor,0
19.0,Female,31004.0,No,5.57,65.7,0,25.8,No,6.5,2.3,High School,0
22.1,Male,35767.0,Yes,5.21,78.8,2,38.1,No,6.8,1.52,Master,0
18.1,Female,25395.0,Yes,4.63,82.3,2,33.0,No,6.1,3.28,Master,0
25.0,Male,71987.0,Yes,7.13,73.6,1,30.0,No,6.6,2.38,High School,0
23.6,Male,25000.0,Yes,4.33,69.7,1,22.2,No,6.3,0.97,PhD,1
20.0,Female,58223.0,Yes,2.82,84.4,2,12.7,No,7.6,2.82,Master,0
17.2,Male,47796.0,Yes,5.09,72.0,4,26.3,No,4.2,3.6,Bachelor,0
24.0,Female,39107.0,Yes,4.18,73.8,3,28.9,No,6.1,2.35,Bachelor,0
20.7,Female,25000.0,Yes,4.05,92.9,2,12.4,No,7.7,2.38,Bachelor,0
23.7,Female,64237.0,Yes,4.38,79.4,3,30.6,No,4.1,1.53,High School,0
17.5,Female,25000.0,Yes,3.49,72.3,0,34.7,Yes,4.3,4.0,High School,0
19.7,Female,25000.0,Yes,6.43,74.8,3,21.7,Yes,6.4,3.75,High School,0
21.0,Male,26840.0,Yes,1.88,85.1,2,34.8,Yes,8.0,2.51,Bachelor,0
21.1,Female,37966.0,Yes,5.06,85.4,3,33.3,Yes,5.3,2.29,Master,0
20.0,Male,43637.0,Yes,4.17,87.3,2,26.3,Yes,5.7,1.67,Bachelor,0
22.4,Female,50803.0,Yes,4.59,88.4,4,25.0,Yes,6.2,2.39,,0
18.7,Female,48509.0,Yes,3.51,84.7,3,26.0,No,4.6,3.71,Master,0
20.7,Female,34605.0,Yes,5.97,86.9,1,19.7,Yes,9.4,2.19,Master,0
21.3,Female,38160.0,Yes,5.15,78.2,1,34.1,No,3.8,2.5,Bachelor,0
22.1,Female,25000.0,Yes,3.0,73.1,1,19.9,No,5.7,1.58,High School,0
22.6,Female,25000.0,Yes,5.46,92.9,2,20.6,Yes,5.7,2.19,Bachelor,0
18.5,Female,50883.0,Yes,4.39,89.0,2,36.0,Yes,1.6,3.9,,0
17.6,Male,49135.0,Yes,3.24,79.7,2,27.1,Yes,4.0,3.64,High School,0
23.8,Male,45903.0,No,1.8,76.7,3,30.7,Yes,3.1,1.77,High School,0
21.7,Male,25000.0,Yes,5.0,100.0,4,9.5,No,6.8,1.47,Bachelor,0
19.4,Female,51344.0,Yes,3.06,74.8,3,23.7,No,2.5,2.29,Bachelor,0
24.4,Male,,Yes,,83.8,2,50.2,No,,1.71,Bachelor,0
21.3,Male,56750.0,No,5.9,76.6,1,8.6,No,3.4,3.37,Master,0
23.6,Male,25425.0,Yes,2.95,78.7,0,51.0,Yes,7.2,2.0,Bachelor,0
21.1,Female,81675.0,Yes,5.75,76.0,0,33.1,No,3.0,2.84,Bachelor,0
25.5,Female,25000.0,Yes,2.51,64.7,1,23.6,No,6.3,0.7,Master,0
24.9,Male,85652.0,Yes,5.93,85.1,0,27.5,No,7.2,1.94,High School,0
20.5,Male,25000.0,Yes,6.37,87.3,7,44.8,Yes,6.5,2.13,Bachelor,0
23.1,Male,25000.0,Yes,5.17,76.7,0,5.0,No,3.3,3.13,Bachelor,0
22.4,Male,33420.0,Yes,4.57,100.0,2,47.0,Yes,7.5,3.73,Bachelor,0
24.0,Male,25000.0,Yes,5.16,84.3,1,33.2,Yes,6.5,3.31,Master,0
18.9,Female,28470.0,Yes,3.56,83.3,0,42.1,No,1.3,4.0,,0
22.5,Female,25000.0,Yes,2.27,85.1,4,9.0,Yes,5.7,0.35,Master,0
23.3,Male,25000.0,No,3.04,77.3,5,27.3,No,10.0,1.03,Bachelor,1
17.1,Male,39820.0,Yes,6.97,74.2,1,5.0,No,7.5,1.7,Bachelor,0
18.4,Male,25000.0,Yes,2.49,75.9,4,44.4,Yes,4.6,2.46,Master,0
17.0,Male,25000.0,Yes,5.25,77.6,2,18.2,Yes,6.5,3.53,High School,0
20.4,Male,25000.0,No,3.86,86.5,0,18.0,No,4.8,3.42,Bachelor,0
22.6,Male,25000.0,Yes,3.54,79.0,3,6.8,No,7.3,1.09,Bachelor,0
24.3,Male,65314.0,Yes,6.2,86.9,5,35.3,No,4.0,1.19,High School,0
21.2,Female,25000.0,No,4.12,71.9,1,30.9,No,7.7,0.85,Bachelor,1
24.6,Female,25000.0,Yes,5.21,76.8,1,21.0,Yes,7.2,2.32,High School,1
18.0,Female,33401.0,Yes,7.12,76.3,2,33.2,Yes,6.7,0.43,Bachelor,1
17.3,Male,25000.0,Yes,3.73,51.5,4,20.6,Yes,9.2,0.65,High School,1
20.9,Female,,No,,63.3,2,8.9,No,,1.74,Bachelor,1
21.8,Female,26970.0,Yes,4.92,73.7,2,25.6,No,7.3,1.84,High School,1
20.9,Male,36357.0,Yes,3.58,85.7,1,49.7,Yes,7.5,1.66,Bachelor,1
17.0,Male,52379.0,Yes,4.64,87.9,0,41.7,Yes,6.8,1.07,Bachelor,1
20.8,Female,51779.0,Yes,5.47,70.8,2,35.5,No,6.3,1.96,High School,0
18.1,Male,34200.0,Yes,5.02,80.0,1,32.9,No,4.3,3.83,High School,0
22.5,Male,26993.0,Yes,4.15,71.8,0,25.6,No,4.3,1.32,PhD,0
21.8,Female,100149.0,Yes,0.5,84.6,1,38.8,Yes,6.3,2.2,,0
18.9,Female,28005.0,Yes,2.12,76.5,2,36.8,No,6.6,1.51,High School,0
19.9,Male,25000.0,Yes,6.38,77.7,3,29.0,No,5.5,2.44,High School,1
18.7,Female,25000.0,Yes,2.76,80.3,0,32.4,No,4.6,4.0,Bachelor,0
20.9,Female,25000.0,Yes,5.52,84.3,2,10.7,Yes,5.3,3.15,High School,0
23.1,Male,48677.0,Yes,2.41,82.4,2,24.2,Yes,5.4,3.6,Master,0
18.8,Female,25000.0,Yes,2.75,85.1,5,15.7,Yes,6.0,3.33,Bachelor,0
22.1,Male,29631.0,Yes,4.88,87.8,2,15.5,No,5.1,1.93,PhD,0
19.8,Male,26294.0,Yes,6.02,80.9,0,35.6,No,7.6,1.9,,0
19.3,Female,114003.0,Yes,4.85,73.7,3,14.8,No,5.3,3.71,Bachelor,0
20.8,Male,25000.0,Yes,4.46,69.2,3,39.2,Yes,4.3,3.35,High School,0
18.7,Male,25000.0,Yes,2.23,75.9,0,42.4,No,5.4,1.9,Bachelor,0
19.8,Male,27401.0,Yes,1.23,83.8,0,29.3,Yes,3.5,2.74,High School,0
18.4,Female,26410.0,Yes,3.44,70.9,3,22.7,No,9.1,2.5,High School,0
25.3,Female,25000.0,Yes,4.2,90.6,2,42.4,No,6.7,1.06,High School,1
21.1,Male,28322.0,Yes,3.93,73.6,5,36.6,No,5.5,0.38,High School,1
19.5,Female,25000.0,Yes,6.87,81.1,3,44.3,No,8.0,2.01,Bachelor,0
21.5,Male,36839.0,Yes,2.0,93.8,4,17.0,Yes,5.1,2.8,Bachelor,0
20.8,Female,25000.0,Yes,3.6,80.5,3,26.9,No,5.4,1.74,High School,0
20.5,Male,29276.0,Yes,6.17,73.3,1,27.4,Yes,4.2,1.95,Bachelor,0
22.4,Female,25000.0,Yes,4.85,61.9,4,32.5,No,3.8,1.91,High School,0
22.7,Female,54708.0,Yes,2.58,85.2,3,37.5,No,5.9,3.99,,0
19.8,Female,85237.0,Yes,1.12,84.5,1,31.7,Yes,7.4,2.61,Bachelor,0
19.7,Male,25000.0,No,3.49,86.6,3,46.0,No,3.9,2.38,Bachelor,0
20.4,Female,68489.0,Yes,2.68,82.9,0,25.5,Yes,5.1,2.81,High School,0
17.0,Male,25000.0,Yes,3.42,77.7,0,17.4,Yes,5.1,2.1,Master,0
17.7,Female,25000.0,Yes,6.97,75.7,0,22.0,No,6.9,2.64,,0
24.0,Male,84757.0,Yes,2.68,82.3,1,20.5,No,4.7,2.09,Bachelor,0
24.6,Male,40638.0,Yes,3.16,89.9,1,24.5,No,6.9,3.76,Master,0
20.5,Male,29812.0,Yes,5.19,58.3,4,26.8,No,6.8,0.01,Master,1
22.3,Male,44905.0,Yes,4.38,89.5,1,27.3,No,4.3,2.32,High School,1
21.7,Female,35050.0,Yes,5.95,79.7,1,32.8,No,5.0,3.6,,0
27.8,Female,28523.0,Yes,5.06,80.7,2,24.5,Yes,5.6,3.32,High School,0
23.5,Female,25000.0,Yes,3.1,87.6,1,42.6,No,4.7,1.91,High School,0
20.7,Female,25278.0,Yes,4.67,80.6,2,6.7,No,3.9,3.56,Bachelor,0
18.9,Female,43215.0,Yes,4.15,83.8,4,5.0,No,8.2,1.44,Master,0
17.5,Male,27621.0,Yes,1.71,68.9,1,42.0,Yes,2.3,1.47,High School,0
21.4,Male,,Yes,,79.8,2,41.1,Yes,,2.89,High School,0
19.3,Male,37429.0,Yes,2.62,86.1,5,44.9,No,8.0,1.24,Bachelor,0
17.9,Male,25000.0,Yes,3.86,78.9,3,37.6,No,4.0,1.44,Master,0
19.6,Male,25000.0,Yes,3.39,79.3,2,30.0,No,5.5,3.27,Master,0
18.6,Male,,Yes,,83.3,2,26.9,No,,2.04,High School,0
24.7,Male,25000.0,Yes,4.25,85.4,4,10.8,No,1.0,3.36,Bachelor,0
22.9,Male,36381.0,Yes,4.75,94.2,1,31.8,Yes,5.4,2.18,High School,0
21.0,Female,25000.0,Yes,3.38,85.5,1,12.8,Yes,2.7,2.41,Bachelor,1
24.3,Male,25000.0,Yes,5.41,92.8,0,59.6,No,7.2,2.36,Bachelor,0
21.2,Female,55929.0,Yes,3.12,81.2,1,17.6,Yes,4.1,1.86,High School,0
19.1,Female,32498.0,Yes,3.31,63.1,3,29.1,No,8.7,0.56,High School,1
24.4,Female,25000.0,Yes,1.76,78.6,0,48.1,No,3.8,2.85,Bachelor,0
22.2,Male,30049.0,Yes,4.3,75.5,5,25.6,Yes,6.3,2.45,Bachelor,0
18.7,Male,68006.0,Yes,5.98,81.5,1,25.7,Yes,3.9,1.46,High School,0
20.6,Male,35464.0,Yes,3.68,79.4,2,5.0,No,5.1,2.67,Master,1
19.1,Male,42437.0,Yes,6.29,84.1,3,14.3,Yes,5.5,2.58,High School,1
18.0,Male,25000.0,Yes,2.58,76.6,2,36.7,No,5.5,2.45,Master,0
23.0,Female,,Yes,,83.7,2,50.1,No,,1.17,High School,0
25.2,Female,119475.0,Yes,5.81,85.0,1,19.3,Yes,8.1,0.91,Bachelor,1
17.9,Female,25000.0,Yes,3.78,82.3,1,32.4,No,4.2,2.15,Bachelor,0
22.2,Male,25000.0,Yes,2.73,70.3,2,62.5,No,5.6,2.81,Bachelor,1
19.6,Male,33035.0,Yes,4.34,89.2,0,36.8,Yes,3.4,3.75,Master,0
19.9,Female,50277.0,Yes,4.43,87.0,2,41.7,No,3.0,3.1,,0
19.7,Male,28146.0,Yes,5.23,80.5,1,20.8,No,4.3,3.66,High School,0
19.1,Female,25000.0,Yes,3.57,67.5,1,48.6,No,8.5,0.0,Bachelor,1
21.1,Female,27857.0,Yes,2.24,84.4,2,21.7,No,2.5,2.13,PhD,0
19.2,Male,42568.0,Yes,3.64,77.8,1,19.6,Yes,6.5,2.33,Bachelor,1
21.6,Male,,Yes,,62.6,1,47.8,Yes,,2.66,High School,0
20.9,Male,42803.0,Yes,5.46,81.4,0,22.4,Yes,4.2,2.53,Bachelor,0
20.5,Male,59804.0,Yes,2.04,93.6,3,30.0,Yes,6.7,0.51,High School,0
19.0,Male,34342.0,No,3.51,83.2,0,49.5,Yes,6.7,0.6,Bachelor,1
19.7,Male,29238.0,Yes,4.38,81.1,3,19.0,Yes,5.4,1.59,High School,0
22.7,Male,48904.0,Yes,6.01,77.8,2,27.2,Yes,5.2,2.27,Bachelor,1
22.1,Male,25000.0,Yes,3.13,82.2,3,22.7,Yes,5.1,3.16,High School,0
18.8,Female,25000.0,Yes,2.94,82.0,4,26.1,No,4.0,1.57,,1
21.2,Male,,Yes,,86.8,2,30.5,Yes,,1.89,Bachelor,0
22.7,Female,25000.0,Yes,1.04,77.7,2,46.1,No,4.6,0.09,Bachelor,0
17.3,Female,25000.0,Yes,3.26,75.5,1,49.7,No,5.8,2.22,Master,0
22.2,Female,89168.0,Yes,4.77,78.5,4,31.9,No,4.4,1.36,Bachelor,0
19.5,Female,109447.0,No,4.46,81.3,1,21.3,No,4.3,3.88,Bachelor,0
22.3,Male,25000.0,Yes,4.26,81.8,1,38.1,No,4.5,2.57,High School,0
19.3,Male,31415.0,Yes,1.87,81.9,0,30.1,No,7.8,2.6,High School,0
17.0,Female,26564.0,Yes,2.34,74.1,2,30.5,Yes,3.0,1.75,Bachelor,0
17.4,Female,57786.0,Yes,5.75,81.3,2,17.6,No,8.7,2.12,Master,0
21.1,Female,65081.0,Yes,3.88,87.5,1,10.6,No,6.9,2.54,Bachelor,1
21.6,Female,25000.0,Yes,3.72,92.2,3,29.8,No,2.7,3.11,PhD,0
19.0,Male,39561.0,Yes,2.97,89.9,2,17.2,No,4.5,4.0,Master,0
22.4,Male,25000.0,Yes,4.02,81.5,0,23.6,No,2.6,0.47,Bachelor,0
17.3,Male,85388.0,Yes,3.37,80.7,2,47.8,Yes,6.7,0.29,Bachelor,0
20.9,Male,38721.0,No,5.11,91.9,1,29.2,No,7.8,1.49,Bachelor,0
18.3,Male,25000.0,Yes,2.63,81.1,1,43.3,No,5.9,1.38,High School,1
19.6,Female,25725.0,Yes,5.09,88.9,3,33.6,No,7.7,1.93,High School,1
21.1,Female,25000.0,Yes,6.14,81.8,2,37.0,No,5.8,3.01,High School,1
19.1,Male,40744.0,Yes,4.8,62.8,2,23.4,No,7.2,1.99,High School,1
20.2,Female,55556.0,Yes,2.4,87.3,1,43.8,No,6.0,1.55,Bachelor,1
23.2,Female,25000.0,Yes,5.07,89.7,2,33.7,No,5.5,2.41,Master,0
19.7,Female,89613.0,Yes,3.36,79.4,2,26.8,No,6.9,1.58,Master,1
22.8,Male,77918.0,Yes,3.32,72.7,3,33.7,No,5.2,0.84,Bachelor,0
18.5,Female,25000.0,Yes,4.18,94.2,1,21.4,No,8.1,1.73,,0
22.2,Female,31060.0,Yes,3.68,80.8,2,26.5,Yes,4.9,3.56,Master,0
24.2,Male,82991.0,Yes,3.4,79.2,1,29.3,No,6.5,0.69,Bachelor,0
17.0,Male,62302.0,Yes,4.89,85.6,2,23.7,Yes,4.2,3.65,Bachelor,1
19.2,Female,25000.0,Yes,4.15,100.0,1,48.7,No,2.7,3.41,High School,0
22.3,Male,48465.0,Yes,1.51,85.9,1,25.0,Yes,6.1,1.38,High School,0
20.6,Male,179570.0,Yes,5.33,83.4,3,55.0,No,2.3,4.0,High School,0
21.8,Male,31669.0,Yes,5.56,82.6,2,30.8,Yes,9.4,1.56,PhD,1
19.7,Female,25000.0,Yes,4.78,95.2,4,27.2,Yes,4.9,3.68,,0
21.2,Female,32973.0,Yes,4.86,86.2,1,23.9,No,5.4,2.32,Master,0
20.7,Male,34473.0,Yes,3.71,88.9,3,35.1,Yes,4.9,0.64,High School,0
23.6,Male,25000.0,Yes,2.44,84.4,3,40.7,Yes,5.8,3.06,Bachelor,1
21.6,Female,38753.0,Yes,4.23,86.3,3,5.0,Yes,6.1,3.04,High School,0
21.7,Female,25000.0,Yes,6.01,79.8,1,30.1,No,4.0,3.89,High School,0
20.1,Female,25000.0,Yes,4.35,83.4,1,6.1,No,1.0,4.0,Master,0
19.9,Male,46861.0,No,6.16,76.5,1,41.8,No,3.5,3.14,High School,0
20.0,Male,25000.0,Yes,6.22,77.9,2,42.0,Yes,4.6,4.0,Bachelor,0
21.9,Male,51118.0,Yes,3.95,85.9,1,30.5,No,6.0,3.34,Bachelor,0
20.1,Female,25000.0,Yes,3.4,76.4,2,32.5,No,5.8,1.7,High School,0
21.6,Male,25000.0,Yes,3.44,83.0,2,12.8,No,6.9,0.84,Bachelor,1
25.6,Male,25000.0,Yes,3.84,79.1,0,23.4,No,2.5,4.0,PhD,0
22.9,Male,35317.0,Yes,2.73,73.0,3,22.7,No,3.9,1.83,Bachelor,1
20.3,Male,65852.0,Yes,4.72,83.8,1,24.6,Yes,4.7,4.0,Master,0
23.6,Female,30779.0,Yes,5.24,88.2,4,40.5,Yes,8.2,0.56,Master,1
20.1,Male,25644.0,Yes,1.59,71.5,1,45.4,No,10.0,0.0,Bachelor,1
17.0,Female,42098.0,Yes,6.32,86.9,3,37.3,No,3.1,3.93,Bachelor,0
18.8,Female,25000.0,Yes,3.31,73.1,1,26.1,No,7.5,2.97,Bachelor,0
17.0,Male,,Yes,,92.8,1,21.0,No,,2.69,High School,0
20.2,Female,25000.0,Yes,4.4,86.5,0,31.1,No,6.5,3.99,High School,0
21.0,Female,31243.0,Yes,2.91,71.5,1,33.6,No,3.1,2.66,Master,0
24.7,Female,27504.0,Yes,3.23,88.8,3,27.3,Yes,7.9,1.54,High School,0
21.7,Male,25000.0,Yes,2.92,77.1,3,22.1,No,1.5,3.99,High School,0
20.5,Male,32828.0,Yes,4.0,74.3,0,37.4,Yes,3.1,1.94,Master,0
22.8,Male,32700.0,Yes,3.24,87.8,2,38.6,No,5.0,2.61,Bachelor,0
17.0,Female,60191.0,Yes,4.49,91.7,4,14.3,No,4.4,3.96,Bachelor,0
21.5,Female,,Yes,,70.8,2,25.4,No,,2.56,Master,1
22.7,Female,28406.0,Yes,4.58,79.0,1,39.3,No,4.3,2.71,Bachelor,0
17.7,Male,25000.0,Yes,2.53,83.4,0,41.9,Yes,4.9,1.94,Bachelor,0
23.5,Male,50104.0,No,5.31,77.3,3,30.8,Yes,5.2,2.34,Bachelor,0
21.7,Female,46740.0,Yes,5.06,80.6,1,34.4,Yes,5.1,2.53,Bachelor,0
20.1,Male,40325.0,Yes,1.22,85.3,3,33.0,Yes,5.8,1.23,Bachelor,0
22.4,Female,,Yes,,55.6,1,41.5,No,,3.33,Master,0
26.0,Male,50579.0,Yes,0.61,85.6,2,16.7,No,4.1,0.48,High School,0
21.4,Male,25000.0,Yes,2.48,70.7,1,33.2,Yes,7.9,1.86,Master,1
21.5,Male,25000.0,No,5.34,71.8,1,19.3,Yes,5.6,2.02,Bachelor,1
20.0,Male,25000.0,Yes,3.3,87.2,2,43.1,No,7.8,2.85,,0
19.1,Male,29141.0,Yes,6.03,75.2,1,17.3,No,4.9,2.55,High School,0
22.8,Male,44583.0,No,4.92,74.1,3,34.9,No,3.9,0.53,Master,1
19.1,Male,25000.0,Yes,3.44,79.6,3,19.4,No,5.6,3.55,High School,0
21.2,Male,65752.0,Yes,3.25,77.3,1,39.0,No,10.0,0.83,Master,0
19.9,Male,32166.0,Yes,5.95,83.9,0,35.3,No,3.0,2.56,PhD,0
22.1,Female,25000.0,Yes,3.38,83.4,2,32.9,No,6.7,0.0,Bachelor,1
21.7,Male,31589.0,Yes,1.58,74.1,1,53.5,Yes,5.8,1.91,High School,0
23.3,Female,57269.0,Yes,2.79,68.3,1,21.6,No,6.2,0.0,Bachelor,1
19.9,Female,42602.0,Yes,4.16,80.4,0,41.1,Yes,3.3,1.33,Master,1
20.4,Female,57494.0,No,2.98,90.8,1,44.1,No,6.3,3.62,Master,0
18.8,Female,25000.0,Yes,7.11,81.5,2,41.1,Yes,6.0,2.8,Bachelor,0
20.0,Male,25000.0,Yes,3.16,79.2,4,21.9,No,2.8,3.62,Master,0
21.8,Female,25000.0,Yes,3.19,95.8,4,27.2,No,5.7,0.88,Master,0
22.7,Female,83329.0,Yes,2.72,88.0,3,22.7,Yes,5.1,1.33,High School,0
19.0,Female,43635.0,Yes,5.15,68.2,2,26.4,Yes,4.9,1.56,Bachelor,1
22.9,Male,164096.0,Yes,3.64,79.8,2,19.9,No,5.4,0.14,Master,1
24.0,Male,25000.0,Yes,5.06,83.8,2,25.6,No,7.5,2.71,,0
